,Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
412,412,Shot Chart Detail,41600311,363,101135,David Lee,1610612759,San Antonio Spurs,3,5,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,23,1,0,20170514,GSW,SAS
413,413,Shot Chart Detail,41600312,62,101135,David Lee,1610612759,San Antonio Spurs,1,4,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-115,115,1,0,20170516,GSW,SAS
414,414,Shot Chart Detail,41600312,66,101135,David Lee,1610612759,San Antonio Spurs,1,3,57,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,0,20170516,GSW,SAS
415,415,Shot Chart Detail,41600312,98,101135,David Lee,1610612759,San Antonio Spurs,1,2,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,23,1,1,20170516,GSW,SAS
416,416,Shot Chart Detail,41600313,87,101135,David Lee,1610612759,San Antonio Spurs,1,3,46,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,0,20170520,SAS,GSW
417,417,Shot Chart Detail,41600313,90,101135,David Lee,1610612759,San Antonio Spurs,1,3,23,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-96,41,1,1,20170520,SAS,GSW
418,418,Shot Chart Detail,41600313,92,101135,David Lee,1610612759,San Antonio Spurs,1,2,57,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-1,1,1,20170520,SAS,GSW
1199,1199,Shot Chart Detail,41600312,513,1627745,Damian Jones,1610612744,Golden State Warriors,4,2,14,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170516,GSW,SAS
1200,1200,Shot Chart Detail,41600312,530,1627745,Damian Jones,1610612744,Golden State Warriors,4,0,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-17,156,1,0,20170516,GSW,SAS
1201,1201,Shot Chart Detail,41600312,533,1627745,Damian Jones,1610612744,Golden State Warriors,4,0,12,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,52,1,0,20170516,GSW,SAS
1202,1202,Shot Chart Detail,41600314,549,1627745,Damian Jones,1610612744,Golden State Warriors,4,1,31,Made Shot,Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,86,7,1,1,20170522,SAS,GSW
1264,1264,Shot Chart Detail,41600311,96,1627749,Dejounte Murray,1610612759,San Antonio Spurs,1,2,41,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-140,23,1,0,20170514,GSW,SAS
1265,1265,Shot Chart Detail,41600311,416,1627749,Dejounte Murray,1610612759,San Antonio Spurs,3,1,17,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,23,1,1,20170514,GSW,SAS
1266,1266,Shot Chart Detail,41600311,432,1627749,Dejounte Murray,1610612759,San Antonio Spurs,3,0,2,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,31,1,0,20170514,GSW,SAS
1267,1267,Shot Chart Detail,41600311,492,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,6,22,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,1,20170514,GSW,SAS
1268,1268,Shot Chart Detail,41600311,500,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,4,50,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,61,75,1,1,20170514,GSW,SAS
1269,1269,Shot Chart Detail,41600311,506,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,4,17,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-53,110,1,0,20170514,GSW,SAS
1270,1270,Shot Chart Detail,41600312,95,1627749,Dejounte Murray,1610612759,San Antonio Spurs,1,2,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,102,95,1,0,20170516,GSW,SAS
1271,1271,Shot Chart Detail,41600312,111,1627749,Dejounte Murray,1610612759,San Antonio Spurs,1,1,21,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,31,1,0,20170516,GSW,SAS
1272,1272,Shot Chart Detail,41600312,222,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,2,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,21,1,0,20170516,GSW,SAS
1273,1273,Shot Chart Detail,41600312,239,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,0,29,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,24,70,1,0,20170516,GSW,SAS
1274,1274,Shot Chart Detail,41600312,242,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,0,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-97,126,1,1,20170516,GSW,SAS
1275,1275,Shot Chart Detail,41600312,384,1627749,Dejounte Murray,1610612759,San Antonio Spurs,3,1,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-61,51,1,0,20170516,GSW,SAS
1276,1276,Shot Chart Detail,41600312,406,1627749,Dejounte Murray,1610612759,San Antonio Spurs,3,0,19,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-17,46,1,0,20170516,GSW,SAS
1277,1277,Shot Chart Detail,41600312,437,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,10,7,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,64,124,1,0,20170516,GSW,SAS
1278,1278,Shot Chart Detail,41600312,485,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,5,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,145,26,1,0,20170516,GSW,SAS
1279,1279,Shot Chart Detail,41600312,509,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,2,27,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,1,20170516,GSW,SAS
1280,1280,Shot Chart Detail,41600312,514,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,2,1,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,23,1,1,20170516,GSW,SAS
1281,1281,Shot Chart Detail,41600312,525,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,1,14,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20170516,GSW,SAS
1282,1282,Shot Chart Detail,41600313,156,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,9,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,-6,1,1,20170520,SAS,GSW
1283,1283,Shot Chart Detail,41600313,398,1627749,Dejounte Murray,1610612759,San Antonio Spurs,3,1,28,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20170520,SAS,GSW
1284,1284,Shot Chart Detail,41600313,417,1627749,Dejounte Murray,1610612759,San Antonio Spurs,3,0,5,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,31,1,0,20170520,SAS,GSW
1285,1285,Shot Chart Detail,41600313,427,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,11,28,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,7,1,1,20170520,SAS,GSW
1286,1286,Shot Chart Detail,41600313,507,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,4,40,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,101,36,1,0,20170520,SAS,GSW
1287,1287,Shot Chart Detail,41600313,555,1627749,Dejounte Murray,1610612759,San Antonio Spurs,4,0,42,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,1,20170520,SAS,GSW
1288,1288,Shot Chart Detail,41600314,126,1627749,Dejounte Murray,1610612759,San Antonio Spurs,1,1,59,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,7,1,0,20170522,SAS,GSW
1289,1289,Shot Chart Detail,41600314,138,1627749,Dejounte Murray,1610612759,San Antonio Spurs,1,0,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,16,1,1,20170522,SAS,GSW
1290,1290,Shot Chart Detail,41600314,154,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,11,15,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-47,31,1,0,20170522,SAS,GSW
1291,1291,Shot Chart Detail,41600314,216,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,5,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-7,180,1,0,20170522,SAS,GSW
1292,1292,Shot Chart Detail,41600314,233,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,4,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,11,1,0,20170522,SAS,GSW
1293,1293,Shot Chart Detail,41600314,251,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,2,49,Made Shot,Driving Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,16,1,1,20170522,SAS,GSW
1294,1294,Shot Chart Detail,41600314,283,1627749,Dejounte Murray,1610612759,San Antonio Spurs,2,0,0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-58,136,1,0,20170522,SAS,GSW
1517,1517,Shot Chart Detail,41600312,169,1627775,Patrick McCaw,1610612744,Golden State Warriors,2,7,54,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-9,249,1,1,20170516,GSW,SAS
1518,1518,Shot Chart Detail,41600312,185,1627775,Patrick McCaw,1610612744,Golden State Warriors,2,5,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,1,20170516,GSW,SAS
1519,1519,Shot Chart Detail,41600312,339,1627775,Patrick McCaw,1610612744,Golden State Warriors,3,5,13,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,2,1,1,20170516,GSW,SAS
1520,1520,Shot Chart Detail,41600312,369,1627775,Patrick McCaw,1610612744,Golden State Warriors,3,2,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,209,8,1,1,20170516,GSW,SAS
1521,1521,Shot Chart Detail,41600312,457,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,8,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,91,38,1,0,20170516,GSW,SAS
1522,1522,Shot Chart Detail,41600312,487,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,5,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-189,183,1,1,20170516,GSW,SAS
1523,1523,Shot Chart Detail,41600312,504,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,3,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,16,1,1,20170516,GSW,SAS
1524,1524,Shot Chart Detail,41600312,506,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,2,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-76,249,1,0,20170516,GSW,SAS
1525,1525,Shot Chart Detail,41600313,313,1627775,Patrick McCaw,1610612744,Golden State Warriors,3,8,48,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,-10,1,1,20170520,SAS,GSW
1526,1526,Shot Chart Detail,41600313,344,1627775,Patrick McCaw,1610612744,Golden State Warriors,3,5,39,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-47,51,1,1,20170520,SAS,GSW
1527,1527,Shot Chart Detail,41600313,547,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,1,47,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,-1,1,1,20170520,SAS,GSW
1528,1528,Shot Chart Detail,41600313,550,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,1,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,200,151,1,0,20170520,SAS,GSW
1529,1529,Shot Chart Detail,41600313,556,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,0,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,13,1,0,20170520,SAS,GSW
1530,1530,Shot Chart Detail,41600314,73,1627775,Patrick McCaw,1610612744,Golden State Warriors,1,5,48,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,52,1,1,20170522,SAS,GSW
1531,1531,Shot Chart Detail,41600314,297,1627775,Patrick McCaw,1610612744,Golden State Warriors,3,10,33,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,7,1,1,20170522,SAS,GSW
1532,1532,Shot Chart Detail,41600314,341,1627775,Patrick McCaw,1610612744,Golden State Warriors,3,6,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,42,237,1,0,20170522,SAS,GSW
1533,1533,Shot Chart Detail,41600314,540,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,2,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-110,228,1,0,20170522,SAS,GSW
1646,1646,Shot Chart Detail,41600312,235,1627854,Bryn Forbes,1610612759,San Antonio Spurs,2,1,16,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,30,252,1,1,20170516,GSW,SAS
1647,1647,Shot Chart Detail,41600312,348,1627854,Bryn Forbes,1610612759,San Antonio Spurs,3,4,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,161,213,1,0,20170516,GSW,SAS
1648,1648,Shot Chart Detail,41600312,370,1627854,Bryn Forbes,1610612759,San Antonio Spurs,3,2,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-135,129,1,0,20170516,GSW,SAS
1649,1649,Shot Chart Detail,41600312,459,1627854,Bryn Forbes,1610612759,San Antonio Spurs,4,8,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,6,154,1,0,20170516,GSW,SAS
1650,1650,Shot Chart Detail,41600312,528,1627854,Bryn Forbes,1610612759,San Antonio Spurs,4,0,54,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,16,1,0,20170516,GSW,SAS
1651,1651,Shot Chart Detail,41600312,537,1627854,Bryn Forbes,1610612759,San Antonio Spurs,4,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-73,247,1,0,20170516,GSW,SAS
1652,1652,Shot Chart Detail,41600314,94,1627854,Bryn Forbes,1610612759,San Antonio Spurs,1,4,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,155,159,1,1,20170522,SAS,GSW
1653,1653,Shot Chart Detail,41600314,100,1627854,Bryn Forbes,1610612759,San Antonio Spurs,1,3,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-24,188,1,0,20170522,SAS,GSW
1654,1654,Shot Chart Detail,41600314,131,1627854,Bryn Forbes,1610612759,San Antonio Spurs,1,1,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,11,1,0,20170522,SAS,GSW
1655,1655,Shot Chart Detail,41600314,134,1627854,Bryn Forbes,1610612759,San Antonio Spurs,1,1,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,40,183,1,0,20170522,SAS,GSW
1656,1656,Shot Chart Detail,41600314,388,1627854,Bryn Forbes,1610612759,San Antonio Spurs,3,2,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,128,144,1,1,20170522,SAS,GSW
1657,1657,Shot Chart Detail,41600314,404,1627854,Bryn Forbes,1610612759,San Antonio Spurs,3,1,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-158,-1,1,0,20170522,SAS,GSW
1658,1658,Shot Chart Detail,41600314,473,1627854,Bryn Forbes,1610612759,San Antonio Spurs,4,8,5,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-227,38,1,0,20170522,SAS,GSW
1659,1659,Shot Chart Detail,41600314,559,1627854,Bryn Forbes,1610612759,San Antonio Spurs,4,0,41,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,86,61,1,0,20170522,SAS,GSW
1801,1801,Shot Chart Detail,41600311,146,1938,Manu Ginobili,1610612759,San Antonio Spurs,2,9,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-78,252,1,1,20170514,GSW,SAS
1802,1802,Shot Chart Detail,41600311,162,1938,Manu Ginobili,1610612759,San Antonio Spurs,2,8,19,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,1,20170514,GSW,SAS
1803,1803,Shot Chart Detail,41600311,239,1938,Manu Ginobili,1610612759,San Antonio Spurs,2,2,52,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,33,100,1,1,20170514,GSW,SAS
1804,1804,Shot Chart Detail,41600311,248,1938,Manu Ginobili,1610612759,San Antonio Spurs,2,1,46,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,-1,1,0,20170514,GSW,SAS
1805,1805,Shot Chart Detail,41600311,370,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,4,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-93,141,1,0,20170514,GSW,SAS
1806,1806,Shot Chart Detail,41600311,385,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,3,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,21,1,1,20170514,GSW,SAS
1807,1807,Shot Chart Detail,41600311,387,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,3,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,26,1,1,20170514,GSW,SAS
1808,1808,Shot Chart Detail,41600311,392,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,2,48,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,36,1,0,20170514,GSW,SAS
1809,1809,Shot Chart Detail,41600311,495,1938,Manu Ginobili,1610612759,San Antonio Spurs,4,5,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,8,1,1,20170514,GSW,SAS
1810,1810,Shot Chart Detail,41600311,559,1938,Manu Ginobili,1610612759,San Antonio Spurs,4,0,34,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170514,GSW,SAS
1811,1811,Shot Chart Detail,41600312,104,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,2,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-124,41,1,0,20170516,GSW,SAS
1812,1812,Shot Chart Detail,41600312,117,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,0,48,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-29,36,1,0,20170516,GSW,SAS
1813,1813,Shot Chart Detail,41600312,120,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,0,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-29,262,1,0,20170516,GSW,SAS
1814,1814,Shot Chart Detail,41600313,70,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,4,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-179,165,1,1,20170520,SAS,GSW
1815,1815,Shot Chart Detail,41600313,118,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,1,20,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,1,20170520,SAS,GSW
1816,1816,Shot Chart Detail,41600313,139,1938,Manu Ginobili,1610612759,San Antonio Spurs,2,11,40,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,7,1,1,20170520,SAS,GSW
1817,1817,Shot Chart Detail,41600313,279,1938,Manu Ginobili,1610612759,San Antonio Spurs,2,0,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-184,151,1,1,20170520,SAS,GSW
1818,1818,Shot Chart Detail,41600313,340,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,6,13,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,0,1,1,20170520,SAS,GSW
1819,1819,Shot Chart Detail,41600313,380,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,3,11,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,1,20170520,SAS,GSW
1820,1820,Shot Chart Detail,41600313,388,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,2,36,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,245,62,1,0,20170520,SAS,GSW
1821,1821,Shot Chart Detail,41600313,391,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,2,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,-1,1,0,20170520,SAS,GSW
1822,1822,Shot Chart Detail,41600313,396,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,1,54,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,1,20170520,SAS,GSW
1823,1823,Shot Chart Detail,41600314,2,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,11,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,2,1,1,20170522,SAS,GSW
1824,1824,Shot Chart Detail,41600314,6,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,11,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-161,200,1,0,20170522,SAS,GSW
1825,1825,Shot Chart Detail,41600314,15,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,9,54,Missed Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-52,13,1,0,20170522,SAS,GSW
1826,1826,Shot Chart Detail,41600314,27,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,8,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,199,154,1,0,20170522,SAS,GSW
1827,1827,Shot Chart Detail,41600314,115,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,3,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-1,1,1,20170522,SAS,GSW
1828,1828,Shot Chart Detail,41600314,145,1938,Manu Ginobili,1610612759,San Antonio Spurs,1,0,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,1,0,20170522,SAS,GSW
1829,1829,Shot Chart Detail,41600314,320,1938,Manu Ginobili,1610612759,San Antonio Spurs,3,8,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,110,120,1,0,20170522,SAS,GSW
1830,1830,Shot Chart Detail,41600314,437,1938,Manu Ginobili,1610612759,San Antonio Spurs,4,11,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,2,1,1,20170522,SAS,GSW
1831,1831,Shot Chart Detail,41600314,440,1938,Manu Ginobili,1610612759,San Antonio Spurs,4,10,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,193,1,0,20170522,SAS,GSW
1832,1832,Shot Chart Detail,41600314,458,1938,Manu Ginobili,1610612759,San Antonio Spurs,4,9,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,21,1,1,20170522,SAS,GSW
1833,1833,Shot Chart Detail,41600314,479,1938,Manu Ginobili,1610612759,San Antonio Spurs,4,7,13,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,227,62,1,1,20170522,SAS,GSW
1834,1834,Shot Chart Detail,41600314,481,1938,Manu Ginobili,1610612759,San Antonio Spurs,4,6,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,2,1,1,20170522,SAS,GSW
2012,2012,Shot Chart Detail,41600311,6,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,11,12,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-27,85,1,0,20170514,GSW,SAS
2013,2013,Shot Chart Detail,41600311,22,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,9,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-124,100,1,0,20170514,GSW,SAS
